Orthogroup	HabuProteins	HumanProteins
OG0000010	XP_029141334.1, XP_029142947.1	NP_000115.1, NP_001012458.1, NP_001017434.1, NP_001018854.2, NP_001104509.1, NP_001128687.1, NP_001156863.1, NP_001171672.1, NP_001229823.1, NP_001263987.1, NP_001265048.1, NP_001273983.1, NP_001273984.1, NP_001274350.1, NP_001274351.1, NP_001275519.1, NP_001305011.1, NP_001305012.1, NP_001305013.1, NP_001307484.1, NP_001307485.1, NP_001307486.1, NP_001307487.1, NP_001307881.1, NP_001307882.1, NP_001307883.1, NP_001307884.1, NP_001309215.1, NP_001310222.1, NP_001333508.1, NP_001333509.1, NP_001333510.1, NP_001349708.1, NP_001355053.1, NP_001362744.1, NP_001363420.1, NP_001363421.1, NP_001363422.1, NP_001363423.1, NP_001372988.1, NP_001382479.1, NP_001382480.1, NP_001382481.1, NP_001410399.1, NP_003430.1, NP_003438.1, NP_055334.2, NP_055384.1, NP_060807.2, NP_061983.2, NP_079507.1, NP_115540.2, NP_115896.1, NP_116141.1, NP_659570.1, NP_689808.2, NP_689908.3, NP_689949.3, NP_733843.1, NP_736609.2, NP_852466.1, XP_006722621.1, XP_011513164.1, XP_011513177.1, XP_011542461.1, XP_016866750.1, XP_016866813.1, XP_016867410.1, XP_024305746.1, XP_047274340.1, XP_047275550.1, XP_047276759.1, XP_047292624.1, XP_047293222.1, XP_047297870.1
OG0000011	XP_015671517.1, XP_015680388.1, XP_015680389.2, XP_015681167.2, XP_015682026.1, XP_015682027.1, XP_015682028.1, XP_015683688.2, XP_015683829.1, XP_015683982.1, XP_015683983.1, XP_015684499.2, XP_015684543.1, XP_015684739.1, XP_015684801.1, XP_015684802.2, XP_015684825.1, XP_015684900.1, XP_015685028.1, XP_015685029.1, XP_015685111.1, XP_015685114.1, XP_015685128.1, XP_015685225.1, XP_015685247.1, XP_015685260.1, XP_015685450.1, XP_015685452.1, XP_015685468.1, XP_015685622.1, XP_015685654.1, XP_015685656.1, XP_015685675.1, XP_015685950.1, XP_015685972.1, XP_015686010.1, XP_015686172.1, XP_015686246.1, XP_015686252.1, XP_015686265.1, XP_015686304.1, XP_015686371.2, XP_015686435.1, XP_015686465.1, XP_015686500.2, XP_015686586.1, XP_015686648.1, XP_015686653.1, XP_015686671.1, XP_015686732.1, XP_015686753.1, XP_015686797.1, XP_015686818.2, XP_015686861.1, XP_015686866.1, XP_015686891.1, XP_015686901.1, XP_015686915.1, XP_029138859.1, XP_029140896.1, XP_029140911.1, XP_029141865.1, XP_029142050.1, XP_029142051.1, XP_029142459.1, XP_029142460.1, XP_029142461.1, XP_029142665.1, XP_029142733.1, XP_029142774.1, XP_029142775.1, XP_029142813.1, XP_029142863.1, XP_029142973.1, XP_029143008.1, XP_029143045.1	
OG0000012	XP_015665564.1, XP_015665579.1, XP_015665689.1, XP_015668984.2, XP_015672530.1, XP_015672531.1, XP_015672535.2, XP_015672537.1, XP_015672538.2, XP_015672539.1, XP_015672540.1, XP_015672541.1, XP_015672543.1, XP_015672545.1, XP_015672546.1, XP_015672547.1, XP_015672548.1, XP_015672549.2, XP_015672550.1, XP_015672551.1, XP_015672552.1, XP_015672553.1, XP_015672554.2, XP_015672557.1, XP_015672558.1, XP_015672559.1, XP_015672561.1, XP_015672587.1, XP_015673205.2, XP_015674572.2, XP_015674575.1, XP_015681998.2, XP_015682001.1, XP_015682002.1, XP_015682003.1, XP_015682004.1, XP_015682005.1, XP_015682006.2, XP_015682007.1, XP_015682008.1, XP_015682009.1, XP_015682010.1, XP_015682012.1, XP_015682013.2, XP_015682179.1, XP_015682180.1, XP_015684097.1, XP_015684098.2, XP_015684103.1, XP_015684478.1, XP_015684481.1, XP_015684482.1, XP_015686244.2, XP_015686892.2, XP_029140176.1, XP_029140177.1, XP_029140178.1, XP_029140179.1, XP_029140180.1, XP_029140181.1, XP_029140182.1, XP_029140183.1, XP_029140184.1, XP_029140185.1, XP_029140186.1, XP_029140187.1, XP_029140188.1, XP_029140189.1, XP_029140190.1, XP_029142073.1, XP_029142074.1	NP_001005487.1, NP_001377778.1, NP_110503.3
OG0000013	XP_015668982.1, XP_015671581.1, XP_015671582.1, XP_015671619.1, XP_015673237.2, XP_015673238.1, XP_015673239.1, XP_015673241.1, XP_015673242.1, XP_015673243.1, XP_015673244.2, XP_015677980.2, XP_015677981.1, XP_015677982.2, XP_015677984.1, XP_015677987.1, XP_015677988.2, XP_015677989.1, XP_015677990.1, XP_015677991.1, XP_015677992.1, XP_015677994.1, XP_015677995.1, XP_015681499.1, XP_015681500.1, XP_015681501.2, XP_015681502.1, XP_015681503.1, XP_015681505.1, XP_015683726.1, XP_015683729.1, XP_015683730.1, XP_015683731.1, XP_015683732.1, XP_015683733.1, XP_015684094.2, XP_015684099.2, XP_015684100.2, XP_015684300.1, XP_015684479.2, XP_015684501.1, XP_015684502.1, XP_015684503.1, XP_015684653.1, XP_015684654.1, XP_015684656.1, XP_015684657.1, XP_015685073.2, XP_015685074.2, XP_015685075.1, XP_015685569.1, XP_015685570.1, XP_015686135.1, XP_015686144.1, XP_015686259.1, XP_015686763.1, XP_015686831.1, XP_015686867.1, XP_015686923.1, XP_029139481.1, XP_029141218.1, XP_029142467.1, XP_029142469.1, XP_029142515.1, XP_029142557.1, XP_029142558.1, XP_029142657.1, XP_029142714.1	NP_001001921.1, NP_001004730.1, NP_001004744.1, NP_001005492.1, NP_003688.1
OG0000014	XP_029140866.1	NP_001124437.1, NP_001165415.1, NP_001165416.1, NP_001165417.1, NP_001354562.1, NP_001354563.1, NP_001354564.1, NP_001354565.1, NP_001354566.1, NP_001354567.1, NP_001354568.1, NP_001354569.1, NP_001354570.1, NP_001354571.1, NP_001354572.1, NP_001354573.1, NP_001354574.1, NP_001354575.1, NP_001354576.1, NP_001354577.1, NP_001354578.1, NP_001354580.1, NP_001354582.1, NP_001354584.1, NP_001354587.1, NP_001354589.1, NP_001354591.1, NP_001354593.1, NP_001354594.1, NP_001354595.1, NP_001354596.1, NP_001354597.1, NP_001354598.1, NP_001354599.1, NP_001354600.1, NP_001354601.1, NP_001354602.1, NP_001354603.1, NP_001354604.1, NP_001354605.1, NP_001354606.1, NP_001354607.1, NP_001354608.1, NP_001354609.1, NP_001354610.1, NP_001354611.1, NP_001354612.1, NP_001354613.1, NP_001354614.1, NP_001354615.1, NP_001354616.1, NP_001354617.1, NP_001354618.1, NP_001354619.1, NP_001354620.1, NP_001354621.1, NP_001354622.1, NP_001354623.1, NP_001354624.1, NP_001354625.1, NP_001354626.1, NP_001354627.1, NP_001354628.1, NP_001354629.1, NP_001354630.1, NP_001354631.1, NP_001354632.1, NP_001354633.1, NP_001354634.1, NP_001354635.1, NP_001354637.1, NP_079430.3
OG0000015		NP_001338326.1, NP_001338327.1, NP_001338328.1, NP_001338329.1, NP_001338330.1, NP_001338331.1, NP_001338332.1, NP_001338333.1, NP_001338334.1, NP_001338335.1, NP_001338336.1, NP_001338337.1, NP_001338338.1, NP_001338339.1, NP_001338340.1, NP_001338341.1, NP_001338342.1, NP_001338343.1, NP_001338344.1, NP_001338345.1, NP_001338346.1, NP_001338347.1, NP_001338348.1, NP_001338349.1, NP_001374399.1, NP_001374400.1, NP_001374401.1, NP_001374402.1, NP_001374403.1, NP_001374404.1, NP_001374405.1, NP_001374406.1, NP_001374407.1, NP_001374408.1, NP_001374409.1, NP_001374410.1, NP_001374411.1, NP_001374412.1, NP_001374413.1, NP_001374414.1, NP_001374415.1, NP_001374416.1, NP_001374417.1, NP_001374418.1, NP_001374419.1, NP_001374420.1, NP_001374421.1, NP_001374422.1, NP_001374423.1, NP_001374424.1, NP_001374425.1, NP_001374426.1, NP_001374427.1, NP_001374430.1, NP_001374431.1, NP_001374432.1, NP_001374433.1, NP_001374434.1, NP_001374435.1, NP_001374436.1, NP_001374437.1, NP_001374438.1, NP_001374439.1, NP_001374440.1, NP_001374441.1, NP_001374442.1, NP_001374443.1, NP_001374444.1, NP_001392.2, NP_476500.1, XP_047278859.1
OG0000016	XP_015670851.1, XP_015675682.1, XP_015680096.1, XP_015681189.2, XP_015681190.1, XP_015681563.1, XP_015681564.2, XP_015681565.1, XP_015681569.1, XP_015681575.1, XP_015681576.1, XP_015681625.1, XP_015681626.1, XP_015682087.2, XP_015682088.2, XP_015682091.1, XP_015682092.1, XP_015682510.1, XP_015682511.2, XP_015682512.1, XP_015682513.2, XP_015683019.1, XP_015683643.1, XP_015683644.1, XP_015683740.1, XP_015684078.2, XP_015684314.1, XP_015684316.1, XP_015684387.1, XP_015684388.1, XP_015684435.1, XP_015684505.2, XP_015684783.1, XP_015684996.1, XP_015685156.1, XP_015685192.1, XP_015685672.1, XP_015685706.2, XP_015685933.1, XP_015686359.1, XP_015686824.1, XP_029141494.1, XP_029141848.1, XP_029141849.1, XP_029141850.1, XP_029141960.1, XP_029141961.1, XP_029141975.1, XP_029141976.1, XP_029142070.1, XP_029142071.1, XP_029142094.1, XP_029142095.1, XP_029142096.1, XP_029142181.1, XP_029142300.1, XP_029142345.1, XP_029142472.1, XP_029142551.1, XP_029142552.1, XP_029142617.1, XP_029142618.1, XP_029142644.1, XP_029142721.1, XP_029142743.1, XP_029142842.1, XP_029142880.1	NP_001372090.1, XP_047274855.1
OG0000017		NP_001011543.3, NP_001011544.1, NP_001011548.1, NP_001011549.1, NP_001011550.1, NP_001074259.1, NP_001093391.1, NP_001159858.1, NP_001159859.1, NP_001159872.1, NP_001159873.1, NP_001191740.1, NP_001238757.2, NP_001258681.1, NP_001264236.1, NP_001269430.1, NP_001269431.1, NP_001269433.1, NP_001269434.1, NP_001308329.1, NP_001308330.1, NP_001308331.1, NP_001308332.1, NP_001308333.1, NP_001373059.1, NP_001373061.1, NP_001373125.1, NP_001373126.1, NP_001373127.1, NP_001373128.1, NP_001373129.1, NP_001373131.1, NP_001373132.1, NP_001373794.1, NP_001382958.1, NP_002353.3, NP_002354.2, NP_002355.2, NP_002356.2, NP_002358.1, NP_004979.3, NP_005352.1, NP_005353.1, NP_005354.1, NP_005355.2, NP_005356.1, NP_005357.2, NP_005358.2, NP_005453.2, NP_057333.1, NP_066386.3, NP_619647.1, NP_705692.1, NP_775794.2, NP_775970.2, NP_786884.1, NP_786885.1, NP_787064.1, NP_796379.1, NP_803134.1, NP_872312.2, XP_005262391.1, XP_005274733.1, XP_011529720.1, XP_011543814.1, XP_011543815.1, XP_047298062.1, XP_047298311.1, XP_054189316.1
OG0000018	XP_029139580.1	NP_001035009.1, NP_001129206.1, NP_001372668.1, NP_001372669.1, NP_001372670.1, NP_001372671.1, NP_001372672.1, NP_001372673.1, NP_001372674.1, NP_001372675.1, NP_001372676.1, NP_001372677.1, NP_001372678.1, NP_001372679.1, NP_001372680.1, NP_001372681.1, NP_001372682.1, NP_001372683.1, NP_001372684.1, NP_001372685.1, NP_001372686.1, NP_001372687.1, NP_001372688.1, NP_001372689.1, NP_001372690.1, NP_001372691.1, NP_001372692.1, NP_001372693.1, NP_001372694.1, NP_001372695.1, NP_001372696.1, NP_001372697.1, NP_001372698.1, NP_001372699.1, NP_001372700.1, NP_001372701.1, NP_001372702.1, NP_001372703.1, NP_001372704.1, NP_001372705.1, NP_001372706.1, NP_001372707.1, NP_001372708.1, NP_001372709.1, NP_001372710.1, NP_001372711.1, NP_001372712.1, NP_001372713.1, NP_001372714.1, NP_001372715.1, NP_001372716.1, NP_001372717.1, NP_001372718.1, NP_001372719.1, NP_001372720.1, NP_001372721.1, NP_001372722.1, NP_001372723.1, NP_001372724.1, NP_001372725.1, NP_001372726.1, NP_001372727.1, NP_001372728.1, NP_001372729.1, NP_001372730.1, NP_597733.2, XP_011519219.1
OG0000019	XP_015680703.1	NP_001229721.1, NP_001229722.1, NP_001229723.1, NP_001243646.1, NP_001243647.1, NP_001350606.1, NP_001363604.1, NP_001363605.1, NP_001363606.1, NP_001363607.1, NP_001363608.1, NP_001363609.1, NP_001363610.1, NP_001363611.1, NP_001363612.1, NP_001363613.1, NP_001363614.1, NP_001363615.1, NP_001363616.1, NP_001363617.1, NP_001363618.1, NP_001363619.1, NP_001363620.1, NP_001363621.1, NP_001363622.1, NP_001363623.1, NP_001363624.1, NP_001363625.1, NP_001363626.1, NP_001363627.1, NP_001363628.1, NP_001363629.1, NP_001363630.1, NP_001363631.1, NP_001363632.1, NP_001363633.1, NP_001363634.1, NP_001363635.1, NP_001363636.1, NP_001363637.1, NP_001363638.1, NP_001363639.1, NP_001363640.1, NP_001363641.1, NP_001363642.1, NP_001363643.1, NP_001363644.1, NP_001363645.1, NP_001363646.1, NP_001363647.1, NP_001363648.1, NP_001363649.1, NP_001363650.1, NP_001363652.1, NP_001363655.1, NP_001363657.1, NP_001363660.1, NP_001363662.1, NP_001363663.1, NP_001363664.1, NP_001363665.1, NP_001363666.1, NP_001363667.1, NP_001363668.1, NP_001363669.1, NP_055656.1
OG0000020	XP_015671511.1, XP_015674874.1, XP_015676623.1, XP_015677930.1, XP_015678898.1, XP_015683246.2, XP_015683411.1, XP_015683752.1, XP_015683849.2, XP_015684640.2, XP_015684907.1, XP_015685049.1, XP_015685068.2, XP_015685198.1, XP_015685233.1, XP_015685291.1, XP_015685368.2, XP_015685540.1, XP_015686489.1, XP_015686518.1, XP_015686524.1, XP_029139699.1, XP_029139700.1, XP_029140373.1, XP_029140473.1, XP_029140481.1, XP_029140491.1, XP_029140497.1, XP_029140499.1, XP_029140593.1, XP_029140640.1, XP_029140903.1, XP_029141199.1, XP_029141393.1, XP_029141394.1, XP_029141395.1, XP_029141754.1, XP_029141792.1, XP_029141967.1, XP_029141968.1, XP_029141969.1, XP_029141970.1, XP_029142003.1, XP_029142004.1, XP_029142125.1, XP_029142250.1, XP_029142395.1, XP_029142396.1, XP_029142436.1, XP_029142488.1, XP_029142489.1, XP_029142532.1, XP_029142533.1, XP_029142554.1, XP_029142610.1, XP_029142674.1, XP_029142712.1, XP_029142778.1, XP_029142798.1, XP_029142822.1, XP_029142829.1, XP_029142870.1, XP_029142919.1, XP_029142962.1, XP_029142974.1	
OG0000021	XP_015666336.1, XP_015668007.1, XP_015669929.1, XP_015672355.1, XP_015675995.1, XP_015680141.1, XP_015680356.1, XP_029138884.1, XP_029139767.1, XP_029141661.1	NP_001121183.1, NP_001123615.1, NP_001158312.1, NP_001158730.1, NP_001243358.1, NP_001273413.1, NP_001273417.1, NP_001273418.1, NP_001287847.1, NP_001287848.1, NP_001304972.1, NP_001308207.1, NP_001317119.1, NP_001332779.1, NP_001332780.1, NP_001332781.1, NP_001332782.1, NP_001340733.1, NP_001354740.1, NP_001354741.1, NP_001354742.1, NP_001354743.1, NP_001354744.1, NP_001354745.1, NP_001354746.1, NP_001354747.1, NP_001354748.1, NP_001382129.1, NP_001382130.1, NP_001382131.1, NP_001387512.1, NP_003474.1, NP_003475.1, NP_003552.1, NP_056179.4, NP_057546.1, NP_112231.3, NP_689672.4, NP_848658.3, XP_016878461.1, XP_016880671.1, XP_016884652.1, XP_047272513.1, XP_047276274.1, XP_047277119.1, XP_047277131.1, XP_047277618.1, XP_047283959.1, XP_047290960.1, XP_047292296.1, XP_047295430.1, XP_047295524.1
OG0000022	XP_029140842.1	NP_000526.2, NP_001308932.1, NP_001308933.1, NP_001308934.1, NP_001308935.1, NP_001308936.1, NP_001308937.1, NP_001308938.1, NP_001308939.1, NP_001308940.1, NP_001308941.1, NP_001308942.1, NP_001308943.1, NP_001308944.1, NP_001393795.1, NP_001393797.1, NP_001393798.1, NP_001393799.1, NP_001393800.1, NP_001393801.1, NP_001393802.1, NP_001393803.1, NP_001393804.1, NP_001393805.1, NP_001393806.1, NP_001393807.1, NP_001393808.1, NP_001393809.1, NP_001393810.1, NP_001393811.1, NP_001393812.1, NP_001393813.1, NP_001393814.1, NP_001393815.1, NP_001393816.1, NP_001393817.1, NP_001393818.1, NP_001393819.1, NP_001393820.1, NP_001393821.1, NP_001393822.1, NP_001393823.1, NP_001393824.1, NP_001393825.1, NP_001393826.1, NP_001393827.1, NP_001393828.1, NP_001393829.1, NP_001393830.1, NP_001393831.1, NP_001393832.1, NP_001393833.1, NP_001393834.1, NP_001393835.1, NP_001393836.1, NP_001393837.1, NP_001393838.1, NP_001393839.1, NP_001393840.1, NP_001393841.1, XP_047276438.1
OG0000023	XP_029141493.1	NP_001008727.1, NP_001017396.1, NP_001035893.1, NP_001037852.1, NP_001037853.1, NP_001071092.1, NP_001096121.1, NP_001123503.1, NP_001123504.1, NP_001166121.1, NP_001166122.1, NP_001188336.1, NP_001189335.1, NP_001189336.1, NP_001189337.1, NP_001189338.1, NP_001189339.1, NP_001189340.1, NP_001189341.1, NP_001189354.1, NP_001264220.1, NP_001265087.1, NP_001269327.1, NP_001278533.1, NP_001278534.1, NP_001287814.1, NP_001295198.1, NP_001318027.1, NP_001341759.1, NP_001357144.1, NP_001357303.1, NP_001371587.1, NP_001371588.1, NP_003442.2, NP_003447.2, NP_060126.2, NP_065984.3, NP_066574.2, NP_067040.1, NP_077011.1, NP_077317.2, NP_079243.1, NP_115809.1, NP_115886.1, NP_653294.1, NP_689689.2, NP_775751.1, NP_940937.1, XP_005255615.1, XP_006723001.1, XP_011526018.1, XP_016881723.1, XP_016882387.1, XP_016882728.1, XP_047295388.1
OG0000024	XP_015678187.1	NP_001339755.1, NP_001339756.1, NP_001339757.1, NP_001339758.1, NP_001339759.1, NP_001339760.1, NP_001339761.1, NP_001339762.1, NP_001339763.1, NP_001339764.1, NP_001339765.1, NP_001339766.1, NP_001339767.1, NP_001339768.1, NP_001339769.1, NP_001339770.1, NP_001339771.1, NP_001339772.1, NP_001339773.1, NP_001339774.1, NP_001339775.1, NP_001339776.1, NP_001339777.1, NP_001339778.1, NP_001339779.1, NP_001339780.1, NP_001339781.1, NP_001339782.1, NP_001339783.1, NP_001339784.1, NP_001339785.1, NP_001339786.1, NP_001339787.1, NP_001339788.1, NP_001339789.1, NP_001339790.1, NP_001339791.1, NP_001339792.1, NP_001339793.1, NP_001339794.1, NP_001339795.1, NP_001339796.1, NP_001339797.1, NP_001339798.1, NP_001339799.1, NP_001339800.1, NP_001339801.1, NP_001339802.1, NP_001339803.1, NP_001339804.1, NP_001339805.1, NP_055497.1, XP_016869547.1
OG0000025	XP_015665565.1, XP_015665566.1, XP_015665567.1, XP_015665568.1, XP_015665569.1, XP_015665570.1, XP_015665572.1, XP_015665573.1, XP_015665574.1, XP_015665575.2, XP_015665589.2, XP_015665593.1, XP_015665594.1, XP_015665595.1, XP_015665596.1, XP_015665597.2, XP_015665598.1, XP_015665600.1, XP_015665601.1, XP_015665602.1, XP_015665603.1, XP_015665604.1, XP_015665605.1, XP_015665606.1, XP_015665608.1, XP_015665609.1, XP_015665611.1, XP_015665612.1, XP_015665613.2, XP_015665614.1, XP_015665615.1, XP_015665616.1, XP_015665617.1, XP_015665618.1, XP_015671600.1, XP_015671601.2, XP_015671603.1, XP_015671604.1, XP_015671606.1, XP_015671607.1, XP_029138831.1, XP_029138832.1, XP_029138833.1, XP_029138834.1, XP_029138835.1, XP_029139999.1, XP_029140001.1, XP_029140002.1, XP_029140004.1	NP_001381757.1, NP_001381758.1, NP_039225.1
OG0000026		NP_001269854.1, NP_001269855.1, NP_001362593.1, NP_001362594.1, NP_001362600.1, NP_001362601.1, NP_001362602.1, NP_001362603.1, NP_001362604.1, NP_001362605.1, NP_001362606.1, NP_001362607.1, NP_001362609.1, NP_001362610.1, NP_001362611.1, NP_001362612.1, NP_001362613.1, NP_001362614.1, NP_001362618.1, NP_001362621.1, NP_001362622.1, NP_001362625.1, NP_001362627.1, NP_001362628.1, NP_001362631.1, NP_001362636.1, NP_001362637.1, NP_001362638.1, NP_001362641.1, NP_001362643.1, NP_001362648.1, NP_001362652.1, NP_001362653.1, NP_001362654.1, NP_001362655.1, NP_001362656.1, NP_001362658.1, NP_001362661.1, NP_001362662.1, NP_001362665.1, NP_001362666.1, NP_001362667.1, NP_001362668.1, NP_001362669.1, NP_001362671.1, NP_001362674.1, NP_001362678.1, NP_001362679.1, NP_001362681.1, NP_001362682.1, NP_001362684.1, XP_047298779.1
OG0000027	XP_015687849.1, XP_029141263.1	NP_001156423.1, NP_001156424.1, NP_001156425.1, NP_001276537.1, NP_001276538.1, NP_001276539.1, NP_001352755.1, NP_001352756.1, NP_001352757.1, NP_001352758.1, NP_001352759.1, NP_001352760.1, NP_001352761.1, NP_001352762.1, NP_001352763.1, NP_001352764.1, NP_001381376.1, NP_001381377.1, NP_001381378.1, NP_001381379.1, NP_001381380.1, NP_001381381.1, NP_001381382.1, NP_001381383.1, NP_001381384.1, NP_001381385.1, NP_001381386.1, NP_001381387.1, NP_001381388.1, NP_001381389.1, NP_001381390.1, NP_001381391.1, NP_001381393.1, NP_001381394.1, NP_001381395.1, NP_001381396.1, NP_001381397.1, NP_001381398.1, NP_001381399.1, NP_001381400.1, NP_001381401.1, NP_001381402.1, NP_116561.1, NP_996810.2, NP_996811.2, NP_996812.1, NP_996813.1, XP_016873423.1
OG0000028	XP_015684329.1, XP_015686214.1	NP_001136145.1, NP_001192048.1, NP_001192049.1, NP_001192050.1, NP_001192051.1, NP_001333240.1, NP_001333241.1, NP_001333242.1, NP_001333243.1, NP_001333244.1, NP_001333245.1, NP_001333246.1, NP_001333247.1, NP_001333248.1, NP_001333249.1, NP_001333250.1, NP_001333251.1, NP_001333252.1, NP_001333253.1, NP_001333254.1, NP_001333255.1, NP_001333256.1, NP_001333257.1, NP_001333258.1, NP_001333259.1, NP_001333260.1, NP_001333261.1, NP_001333262.1, NP_001333263.1, NP_001333264.1, NP_001333265.1, NP_001333266.1, NP_001333267.1, NP_001333269.1, NP_001333271.1, NP_001333273.1, NP_001333275.1, NP_001333277.1, NP_001333278.1, NP_001333279.1, NP_001333280.1, NP_001333281.1, NP_001333282.1, NP_001333283.1, NP_001333284.1, NP_001333285.1, NP_055556.2
OG0000029	XP_015678767.1, XP_015678768.1, XP_015683150.1, XP_015683151.1, XP_015683350.1, XP_015683352.1, XP_015684383.2, XP_015684507.2, XP_015684680.2, XP_015684701.1, XP_015684933.1, XP_015684934.1, XP_015684936.1, XP_015684959.1, XP_015685102.1, XP_015685103.1, XP_015685104.1, XP_015685168.2, XP_015685169.2, XP_015685258.1, XP_015685563.1, XP_015685571.2, XP_015685748.1, XP_015685895.2, XP_015685978.2, XP_015686248.2, XP_015686440.1, XP_015686535.1, XP_015686714.1, XP_015686840.1, XP_029141140.1, XP_029141141.1, XP_029141365.1, XP_029141366.1, XP_029141367.1, XP_029142369.1, XP_029142726.1, XP_029142796.1, XP_029142805.1, XP_029142873.1, XP_029142983.1, XP_029143019.1	NP_056475.1, NP_570115.1, NP_694968.1, NP_783161.1, XP_005250007.1
OG0000030	XP_029139618.1	NP_001006637.1, NP_001158101.1, NP_001271162.1, NP_001271163.1, NP_001271164.1, NP_001271167.1, NP_001341279.1, NP_001341280.1, NP_001341281.1, NP_001341282.1, NP_001341283.1, NP_001341284.1, NP_001341285.1, NP_001341287.1, NP_001341289.1, NP_001341290.1, NP_001341291.1, NP_001363235.1, NP_001363236.1, NP_001363237.1, NP_001363238.1, NP_001363239.1, NP_001363240.1, NP_001363241.1, NP_001363242.1, NP_001363243.1, NP_001363244.1, NP_001363245.1, NP_001363246.1, NP_001363247.1, NP_001363248.1, NP_001363249.1, NP_001363250.1, NP_001363251.1, NP_001363252.1, NP_001363253.1, NP_001363254.1, NP_001363255.1, NP_001363256.1, NP_001363257.1, NP_001363258.1, NP_001363259.1, NP_001363260.1, NP_001363261.1, NP_078935.2, XP_047301797.1
OG0000031		NP_001129337.1, NP_001269436.1, NP_001269440.1, NP_001269453.1, NP_001274179.1, NP_001293023.1, NP_001297065.1, NP_001297066.2, NP_001297077.1, NP_001308821.1, NP_001342330.1, NP_001371908.1, NP_001371909.1, NP_001371910.1, NP_001371911.1, NP_001372851.1, NP_001382204.1, NP_001382778.1, NP_001382779.1, NP_001382780.1, NP_001382788.1, NP_001382789.1, NP_001382790.1, NP_001382860.1, NP_001382861.1, NP_001382959.1, NP_001383414.1, NP_001388639.1, NP_001410765.1, NP_008916.2, NP_569731.2, XP_011520878.2, XP_016878310.1, XP_016879111.1, XP_024306051.1, XP_024306149.1, XP_045037328.1, XP_047289419.1, XP_047290117.1, XP_047290371.1, XP_047290531.1, XP_047290532.1, XP_047299073.1, XP_054188127.1, XP_054188128.1, XP_054188129.1
OG0000032	XP_015672278.1, XP_015681586.1, XP_015683234.1, XP_015683356.1, XP_015684091.2, XP_015685286.1, XP_015685658.1, XP_015686074.1, XP_015686428.1, XP_015686765.2, XP_015686835.1, XP_029140118.1, XP_029140374.1, XP_029140375.1, XP_029140376.1, XP_029140377.1, XP_029141962.1, XP_029142371.1, XP_029142372.1, XP_029142373.1, XP_029142374.1, XP_029142375.1, XP_029142376.1, XP_029142377.1, XP_029142379.1, XP_029142450.1, XP_029142555.1, XP_029142556.1, XP_029142563.1, XP_029142564.1, XP_029142565.1, XP_029142586.1, XP_029142588.1, XP_029142626.1, XP_029142810.1, XP_029142811.1, XP_029142812.1, XP_029142861.1, XP_029142886.1, XP_029142951.1, XP_029142985.1, XP_029142992.1, XP_029143015.1, XP_029143041.1	
OG0000033	XP_015682491.1, XP_015685533.1	NP_001027020.1, NP_001034302.2, NP_001091976.3, NP_001106881.1, NP_001123486.1, NP_001123639.1, NP_001123640.1, NP_001193579.1, NP_001278413.1, NP_001278414.1, NP_001284702.1, NP_001349424.1, NP_001391990.1, NP_001703.2, NP_001806.2, NP_001807.2, NP_002474.4, NP_002771.2, NP_002772.3, NP_002773.1, NP_002774.2, NP_002775.3, NP_002776.3, NP_008821.2, NP_064604.2, NP_066296.2, NP_112536.2, NP_874366.1, XP_005259122.1, XP_011524642.1, XP_011525288.1, XP_011525292.1, XP_011525428.1, XP_011525508.1, XP_016881634.1, XP_016881688.1, XP_016882284.1, XP_016882492.1, XP_016882496.1, XP_016882919.1, XP_047295059.1, XP_054184410.1
OG0000034	XP_029139313.1, XP_029142047.1	NP_000043.4, NP_000044.2, NP_001005918.1, NP_001230111.1, NP_001317507.1, NP_001317508.1, NP_001393440.1, NP_001393441.1, NP_001393442.1, NP_001393443.1, NP_001393444.1, NP_001393445.1, NP_001393446.1, NP_001393447.1, NP_001393448.1, NP_001393449.1, NP_001393450.1, NP_001393451.1, NP_001393452.1, NP_001393453.1, NP_001393454.1, NP_001393455.1, NP_001393456.1, NP_001393457.1, NP_001393459.1, NP_001393460.1, NP_001393461.1, NP_001393463.1, NP_001393464.1, NP_001393465.1, NP_001393466.1, NP_001393467.1, NP_001393468.1, NP_001393469.1, NP_001393470.1, NP_001393471.1, NP_001393472.1, NP_001393473.1, NP_001393474.1, NP_001393475.1, NP_001393476.1, NP_001393477.1
OG0000035	XP_015685754.1, XP_029140171.1	NP_001245258.1, NP_001245259.1, NP_001245260.1, NP_001411302.1, NP_001411303.1, NP_001411304.1, NP_001411305.1, NP_001411306.1, NP_001411307.1, NP_001411308.1, NP_001411309.1, NP_001411310.1, NP_001411311.1, NP_001411312.1, NP_001411313.1, NP_001411314.1, NP_001411315.1, NP_001411316.1, NP_001411317.1, NP_001411318.1, NP_001411319.1, NP_001411320.1, NP_001411321.1, NP_001411322.1, NP_001411323.1, NP_001411324.1, NP_001411325.1, NP_001411326.1, NP_001411327.1, NP_001411328.1, NP_001411329.1, NP_001411330.1, NP_001411331.1, NP_001411332.1, NP_001411333.1, NP_001411334.1, NP_001411335.1, NP_001411336.1, NP_036288.2, NP_818932.1, XP_047295922.1
